userId,num_ratings,segment
146243,27,Passive
144071,34,Passive
144788,20,Passive
146700,100,Active
143905,22,Passive
144907,45,Passive
144744,90,Active
149115,65,Active
148065,38,Passive
144535,54,Active
147825,30,Passive
144140,22,Passive
143491,24,Passive
149378,106,Active
144518,28,Passive
144916,22,Passive
147414,42,Passive
144695,67,Active
147462,50,Passive
146048,51,Active
145110,29,Passive
144542,81,Active
143872,59,Active
147484,110,Active
144691,22,Passive
143228,35,Passive
145163,53,Active
145731,31,Passive
146924,39,Passive
147458,21,Passive
144719,32,Passive
145394,55,Active
145832,277,Engaged
145764,50,Passive
147723,95,Active
148505,374,Engaged
147616,43,Passive
143915,50,Passive
143736,75,Active
146023,20,Passive
146320,75,Active
145429,65,Active
147573,33,Passive
145649,97,Active
143632,172,Active
148651,34,Passive
143508,39,Passive
146962,63,Active
147724,20,Passive
147208,46,Passive
144798,76,Active
146763,120,Active
145085,70,Active
146937,23,Passive
147367,21,Passive
147109,82,Active
148864,23,Passive
143188,28,Passive
143602,90,Active
145845,21,Passive
143402,20,Passive
146351,62,Active
146223,116,Active
149259,65,Active
148049,38,Passive
145734,90,Active
143394,52,Active
149216,30,Passive
146965,67,Active
149258,26,Passive
148861,50,Passive
145089,75,Active
143656,35,Passive
146101,21,Passive
143601,26,Passive
149253,22,Passive
144651,26,Passive
143574,32,Passive
149098,41,Passive
148141,48,Passive
144278,101,Active
147972,21,Passive
149269,53,Active
144191,171,Active
146508,48,Passive
145733,142,Active
147962,78,Active
146164,54,Active
145333,62,Active
146887,37,Passive
148312,48,Passive
144895,212,Engaged
146154,74,Active
146257,62,Active
146511,44,Passive
144945,33,Passive
146085,128,Active
143131,108,Active
144386,62,Active
145967,22,Passive
147191,74,Active
146443,80,Active
148817,68,Active
143770,139,Active
147655,60,Active
144726,54,Active
145284,72,Active
144782,93,Active
146411,37,Passive
143239,60,Active
147593,100,Active
146294,65,Active
147294,108,Active
146438,470,Engaged
148364,116,Active
143886,21,Passive
149193,34,Passive
147948,39,Passive
149241,90,Active
149069,35,Passive
146738,37,Passive
144127,36,Passive
145054,84,Active
144490,38,Passive
146053,24,Passive
146847,54,Active
149095,114,Active
146601,23,Passive
144508,30,Passive
144606,53,Active
143799,77,Active
147931,22,Passive
145416,31,Passive
144754,31,Passive
148673,51,Active
145553,67,Active
143427,108,Active
144211,41,Passive
146350,132,Active
146518,22,Passive
146046,59,Active
148839,91,Active
145908,79,Active
143956,30,Passive
148033,76,Active
143412,99,Active
147920,47,Passive
147735,58,Active
147055,22,Passive
147886,28,Passive
147142,28,Passive
145073,230,Engaged
148185,93,Active
147396,53,Active
143557,28,Passive
143467,42,Passive
149123,66,Active
146523,55,Active
147983,48,Passive
148240,29,Passive
143121,78,Active
146600,194,Active
147087,38,Passive
144545,27,Passive
143242,30,Passive
147099,74,Active
147661,38,Passive
147154,31,Passive
149405,38,Passive
148699,24,Passive
145674,38,Passive
149229,40,Passive
148235,76,Active
145108,97,Active
148534,42,Passive
143613,53,Active
147254,106,Active
148108,23,Passive
144819,66,Active
145499,26,Passive
147989,56,Active
149018,34,Passive
146552,74,Active
145417,22,Passive
147119,29,Passive
146852,28,Passive
145042,78,Active
149049,64,Active
149251,45,Passive
146615,111,Active
148267,38,Passive
145452,42,Passive
146901,113,Active
143752,138,Active
148749,144,Active
143473,54,Active
145063,61,Active
144600,57,Active
146666,64,Active
145121,31,Passive
144426,89,Active
145955,39,Passive
148979,24,Passive
149305,115,Active
148924,74,Active
147751,50,Passive
147234,99,Active
147471,26,Passive
148915,303,Engaged
148420,47,Passive
148221,44,Passive
144082,63,Active
147621,102,Active
148854,41,Passive
148135,87,Active
148555,26,Passive
147973,108,Active
147168,52,Active
149377,317,Engaged
144498,37,Passive
143783,45,Passive
145377,91,Active
146454,49,Passive
148304,55,Active
145802,60,Active
143911,119,Active
144650,264,Engaged
148892,76,Active
146387,111,Active
143950,60,Active
144523,67,Active
146102,96,Active
145071,197,Active
145220,85,Active
143806,21,Passive
146104,44,Passive
144575,103,Active
147130,136,Active
146699,20,Passive
146538,29,Passive
144946,51,Active
148812,151,Active
143684,56,Active
145863,36,Passive
148021,36,Passive
148607,75,Active
148279,68,Active
143388,55,Active
147449,97,Active
148686,26,Passive
146990,28,Passive
147073,109,Active
144554,23,Passive
146943,29,Passive
144328,78,Active
147849,57,Active
147915,49,Passive
148344,164,Active
145449,26,Passive
147571,90,Active
146706,33,Passive
146370,27,Passive
144940,61,Active
146062,21,Passive
143616,48,Passive
143555,204,Engaged
148512,29,Passive
148598,130,Active
146581,27,Passive
144187,46,Passive
144477,78,Active
143373,25,Passive
143670,31,Passive
149135,38,Passive
146434,21,Passive
143785,67,Active
148014,361,Engaged
143896,60,Active
149375,20,Passive
146174,48,Passive
148461,55,Active
147166,35,Passive
144290,25,Passive
143750,36,Passive
144276,125,Active
147328,149,Active
148425,20,Passive
143974,34,Passive
143351,26,Passive
146349,40,Passive
147019,36,Passive
144153,39,Passive
143227,21,Passive
145572,106,Active
143494,40,Passive
147080,34,Passive
145756,32,Passive
148133,97,Active
146564,50,Passive
143638,36,Passive
147240,45,Passive
145632,33,Passive
144740,56,Active
146967,40,Passive
144044,150,Active
144323,24,Passive
143848,78,Active
145008,177,Active
145502,75,Active
143527,89,Active
145019,109,Active
148045,76,Active
146732,33,Passive
144355,54,Active
143666,273,Engaged
145771,55,Active
145998,51,Active
145391,21,Passive
146696,135,Active
145226,31,Passive
143928,31,Passive
145236,43,Passive
145596,28,Passive
148503,67,Active
144794,70,Active
145111,20,Passive
147710,86,Active
144124,21,Passive
148082,28,Passive
145172,33,Passive
147581,31,Passive
146837,40,Passive
146912,20,Passive
145604,69,Active
148389,96,Active
146843,49,Passive
146545,60,Active
143271,101,Active
147624,77,Active
146055,27,Passive
147123,37,Passive
145365,31,Passive
144826,26,Passive
145646,69,Active
149090,33,Passive
143947,75,Active
143152,26,Passive
148855,27,Passive
147428,97,Active
148403,70,Active
143259,20,Passive
143753,34,Passive
144118,108,Active
145566,46,Passive
143851,112,Active
146469,133,Active
145817,22,Passive
145378,30,Passive
148381,46,Passive
148636,47,Passive
149368,142,Active
146305,55,Active
143500,461,Engaged
146539,23,Passive
148419,26,Passive
147704,110,Active
144161,137,Active
144574,36,Passive
143980,40,Passive
143572,26,Passive
144083,32,Passive
144281,26,Passive
143129,122,Active
145336,100,Active
147820,49,Passive
148792,30,Passive
146340,117,Active
147722,77,Active
146560,55,Active
145848,30,Passive
143193,24,Passive
149314,28,Passive
144654,57,Active
146045,62,Active
147990,21,Passive
148316,20,Passive
148500,26,Passive
146963,27,Passive
144716,52,Active
143629,31,Passive
144731,30,Passive
147253,64,Active
148099,48,Passive
146467,21,Passive
148822,99,Active
148166,26,Passive
146402,50,Passive
144028,153,Active
143738,36,Passive
146574,72,Active
149029,36,Passive
148745,82,Active
144095,91,Active
146364,29,Passive
147584,71,Active
147857,201,Engaged
143165,40,Passive
147882,43,Passive
146372,45,Passive
149191,23,Passive
146921,56,Active
145601,150,Active
143758,52,Active
145860,54,Active
145084,39,Passive
143721,358,Engaged
143700,27,Passive
146686,37,Passive
147318,33,Passive
148100,57,Active
143328,112,Active
145870,20,Passive
148753,59,Active
143156,46,Passive
144924,26,Passive
145400,46,Passive
148777,52,Active
148769,56,Active
147778,115,Active
146801,48,Passive
149320,66,Active
145994,30,Passive
146260,58,Active
148540,73,Active
145306,138,Active
144238,38,Passive
144163,50,Passive
146113,65,Active
147631,35,Passive
146398,288,Engaged
143960,25,Passive
144385,34,Passive
148765,21,Passive
146501,30,Passive
147016,20,Passive
149139,32,Passive
144459,24,Passive
148050,33,Passive
146280,71,Active
148217,35,Passive
148833,46,Passive
147204,39,Passive
143397,49,Passive
145869,57,Active
144874,29,Passive
145131,89,Active
143854,59,Active
143492,62,Active
148080,56,Active
146096,97,Active
144968,83,Active
144456,23,Passive
143989,45,Passive
146642,28,Passive
148211,50,Passive
144855,50,Passive
146008,42,Passive
144289,61,Active
149004,97,Active
147963,101,Active
145840,103,Active
144887,30,Passive
148216,44,Passive
146116,111,Active
143576,26,Passive
146718,47,Passive
144831,70,Active
147559,28,Passive
147858,37,Passive
144531,20,Passive
144414,38,Passive
148895,36,Passive
146797,46,Passive
147270,40,Passive
144864,31,Passive
145865,23,Passive
147897,47,Passive
144252,77,Active
145758,120,Active
143912,69,Active
146209,33,Passive
146558,20,Passive
148018,152,Active
143591,25,Passive
148668,56,Active
146502,60,Active
144755,29,Passive
144689,69,Active
146211,71,Active
146831,139,Active
146705,36,Passive
149219,23,Passive
144692,38,Passive
146098,37,Passive
149118,46,Passive
145833,77,Active
143926,47,Passive
143931,185,Active
148189,74,Active
145375,126,Active
145861,108,Active
146988,63,Active
144713,51,Active
147856,73,Active
147671,20,Passive
146163,35,Passive
146905,25,Passive
148938,99,Active
148971,38,Passive
145244,153,Active
148407,62,Active
148775,22,Passive
147149,23,Passive
145170,43,Passive
148840,100,Active
144463,26,Passive
143187,25,Passive
148520,211,Engaged
143160,30,Passive
147742,26,Passive
143288,55,Active
148094,32,Passive
145571,52,Active
147139,26,Passive
147840,51,Active
146692,137,Active
144550,62,Active
147938,99,Active
147682,49,Passive
144243,29,Passive
147247,37,Passive
148415,31,Passive
144555,43,Passive
144903,21,Passive
145127,24,Passive
145143,133,Active
146568,41,Passive
147591,66,Active
145526,41,Passive
143064,40,Passive
146942,41,Passive
145988,25,Passive
143614,21,Passive
143153,136,Active
148218,23,Passive
146529,25,Passive
145778,20,Passive
146366,206,Engaged
147245,40,Passive
145784,119,Active
146123,23,Passive
147268,45,Passive
147477,20,Passive
145149,28,Passive
143458,29,Passive
145922,22,Passive
145272,24,Passive
148925,143,Active
143027,309,Engaged
145456,25,Passive
148456,29,Passive
145467,115,Active
146588,239,Engaged
148945,20,Passive
147179,20,Passive
146569,172,Active
143183,243,Engaged
145727,22,Passive
143320,30,Passive
148019,29,Passive
148150,26,Passive
143850,23,Passive
148653,39,Passive
146549,47,Passive
147197,126,Active
144443,160,Active
145495,31,Passive
146248,142,Active
144047,58,Active
148955,28,Passive
148561,26,Passive
143975,29,Passive
148288,32,Passive
147257,28,Passive
145921,25,Passive
145719,21,Passive
144132,28,Passive
145913,58,Active
143377,26,Passive
144675,85,Active
145631,21,Passive
144390,26,Passive
145915,26,Passive
146473,36,Passive
144387,76,Active
146065,65,Active
147495,40,Passive
144096,26,Passive
146095,34,Passive
145144,28,Passive
144813,55,Active
146003,187,Active
146795,20,Passive
145258,34,Passive
143334,28,Passive
145643,22,Passive
145828,102,Active
148890,27,Passive
145563,62,Active
143082,20,Passive
147947,31,Passive
147526,35,Passive
147124,29,Passive
147362,83,Active
148228,42,Passive
146861,103,Active
147599,148,Active
148193,42,Passive
146530,34,Passive
148577,36,Passive
147739,36,Passive
147323,39,Passive
145770,22,Passive
145881,23,Passive
145568,139,Active
147375,20,Passive
147022,137,Active
144965,36,Passive
147071,109,Active
147879,33,Passive
147447,242,Engaged
145053,34,Passive
148827,22,Passive
145901,169,Active
146661,21,Passive
148983,46,Passive
147399,20,Passive
144723,24,Passive
143611,68,Active
144730,40,Passive
148869,222,Engaged
148937,43,Passive
147389,50,Passive
144676,233,Engaged
145047,32,Passive
143059,395,Engaged
143172,21,Passive
143178,51,Active
149381,24,Passive
143391,24,Passive
146789,36,Passive
145298,23,Passive
143519,75,Active
146033,20,Passive
143856,23,Passive
143992,167,Active
146079,124,Active
149158,22,Passive
144396,143,Active
149187,29,Passive
146165,22,Passive
148370,26,Passive
144005,33,Passive
145611,346,Engaged
146505,183,Active
143291,20,Passive
147488,222,Engaged
146471,35,Passive
147946,25,Passive
143699,51,Active
148763,57,Active
148497,41,Passive
149057,20,Passive
146893,238,Engaged
149205,43,Passive
147609,158,Active
143842,41,Passive
144133,71,Active
147368,45,Passive
145397,25,Passive
143534,37,Passive
147774,33,Passive
148517,28,Passive
144613,38,Passive
143431,37,Passive
145577,23,Passive
145709,32,Passive
146318,20,Passive
148426,36,Passive
147372,25,Passive
146888,59,Active
144533,20,Passive
144405,23,Passive
147094,63,Active
143641,37,Passive
145878,30,Passive
144707,28,Passive
144877,36,Passive
144892,38,Passive
143398,44,Passive
148803,34,Passive
146277,69,Active
143532,44,Passive
149089,20,Passive
144735,33,Passive
148985,50,Passive
147520,48,Passive
144577,22,Passive
143234,21,Passive
149380,20,Passive
148563,80,Active
146781,37,Passive
147916,24,Passive
148747,27,Passive
148674,57,Active
145585,21,Passive
143133,26,Passive
145673,156,Active
145558,84,Active
147515,36,Passive
145299,27,Passive
145590,47,Passive
144454,27,Passive
149282,25,Passive
144679,32,Passive
145918,26,Passive
143098,75,Active
147654,153,Active
147039,21,Passive
147093,42,Passive
143266,29,Passive
147311,21,Passive
149160,77,Active
145593,131,Active
145588,23,Passive
146562,24,Passive
144400,87,Active
145746,20,Passive
146054,44,Passive
148810,85,Active
148919,26,Passive
144880,103,Active
143056,53,Active
148715,20,Passive
147592,56,Active
143821,20,Passive
148237,39,Passive
147827,65,Active
144384,34,Passive
143710,54,Active
145020,277,Engaged
145559,121,Active
149035,63,Active
145055,37,Passive
143047,59,Active
144832,70,Active
147529,56,Active
143126,74,Active
144239,44,Passive
143243,20,Passive
145774,42,Passive
144298,133,Active
145886,39,Passive
147691,51,Active
145899,45,Passive
145875,110,Active
143293,45,Passive
146358,42,Passive
147977,32,Passive
143846,229,Engaged
144023,26,Passive
148125,36,Passive
148181,32,Passive
144431,22,Passive
149126,25,Passive
148641,58,Active
147342,105,Active
149257,38,Passive
148198,36,Passive
147543,37,Passive
144963,35,Passive
146448,122,Active
143644,78,Active
143722,33,Passive
143660,28,Passive
144718,61,Active
147407,20,Passive
145463,36,Passive
148158,36,Passive
143032,22,Passive
146124,46,Passive
148496,78,Active
143618,28,Passive
145328,215,Engaged
146834,90,Active
147150,24,Passive
146973,37,Passive
149198,32,Passive
146689,68,Active
147764,34,Passive
146805,24,Passive
146011,44,Passive
143672,64,Active
145421,84,Active
145525,185,Active
145695,21,Passive
149388,29,Passive
145654,118,Active
143236,23,Passive
149106,25,Passive
147015,40,Passive
145809,55,Active
146369,51,Active
147647,80,Active
143562,122,Active
143087,35,Passive
143325,35,Passive
148074,25,Passive
148481,31,Passive
144746,27,Passive
145879,50,Passive
146314,46,Passive
145249,142,Active
146300,35,Passive
146775,31,Passive
148449,375,Engaged
146465,70,Active
143104,85,Active
148258,152,Active
144532,38,Passive
144920,22,Passive
144102,29,Passive
145581,28,Passive
145065,21,Passive
143903,31,Passive
148081,25,Passive
145667,197,Active
145564,235,Engaged
143277,185,Active
146118,59,Active
144166,119,Active
148397,75,Active
144015,103,Active
144374,52,Active
148717,66,Active
147894,20,Passive
145072,20,Passive
144720,64,Active
146342,26,Passive
147432,30,Passive
145868,49,Passive
143217,32,Passive
148458,202,Engaged
148712,47,Passive
144494,36,Passive
146371,55,Active
148222,23,Passive
146746,22,Passive
148372,59,Active
146416,169,Active
146491,23,Passive
148689,21,Passive
143859,211,Engaged
149016,32,Passive
143097,22,Passive
147205,238,Engaged
145679,32,Passive
147501,27,Passive
147489,125,Active
146733,31,Passive
143955,21,Passive
144485,53,Active
147070,72,Active
149336,22,Passive
149028,335,Engaged
145466,30,Passive
148980,37,Passive
149215,101,Active
143036,59,Active
146586,25,Passive
147622,37,Passive
145660,44,Passive
147290,34,Passive
148380,48,Passive
146884,89,Active
143264,26,Passive
143661,82,Active
147269,40,Passive
145222,26,Passive
145856,89,Active
144598,30,Passive
149148,140,Active
144464,88,Active
144159,68,Active
144997,157,Active
147607,95,Active
147465,45,Passive
145656,74,Active
143324,46,Passive
143533,20,Passive
147227,41,Passive
147833,23,Passive
143873,22,Passive
144728,63,Active
147577,55,Active
143327,600,Engaged
147026,176,Active
147951,89,Active
149356,133,Active
144182,570,Engaged
144219,328,Engaged
146659,230,Engaged
143336,53,Active
144296,268,Engaged
143995,114,Active
144383,228,Engaged
143141,89,Active
145620,292,Engaged
144210,124,Active
148110,80,Active
146293,24,Passive
143107,910,Engaged
147944,75,Active
148548,32,Passive
144046,24,Passive
148168,41,Passive
149142,20,Passive
145647,65,Active
148838,27,Passive
148293,35,Passive
146441,35,Passive
145386,57,Active
147733,186,Active
143198,55,Active
143801,100,Active
143190,70,Active
145923,27,Passive
149255,20,Passive
149182,60,Active
147678,55,Active
148115,2840,Engaged
144334,208,Engaged
148837,70,Active
146334,42,Passive
146882,505,Engaged
144021,20,Passive
143426,33,Passive
148410,135,Active
143827,60,Active
145698,837,Engaged
143089,40,Passive
148457,1393,Engaged
144295,326,Engaged
145280,218,Engaged
146157,63,Active
146494,94,Active
148287,50,Passive
148942,111,Active
146192,21,Passive
146982,156,Active
144810,342,Engaged
146697,37,Passive
146450,28,Passive
145726,21,Passive
148950,58,Active
148424,32,Passive
143891,141,Active
149376,97,Active
148660,219,Engaged
147222,216,Engaged
145544,50,Passive
143522,63,Active
149412,1344,Engaged
148718,95,Active
146288,73,Active
145555,37,Passive
146670,270,Engaged
148044,86,Active
146227,30,Passive
147732,114,Active
147442,85,Active
148438,29,Passive
145583,140,Active
145294,24,Passive
147634,33,Passive
145040,27,Passive
143949,280,Engaged
143786,69,Active
143972,28,Passive
144967,309,Engaged
147675,48,Passive
145297,117,Active
145501,147,Active
148635,370,Engaged
146966,229,Engaged
148498,129,Active
144057,169,Active
148329,525,Engaged
147743,191,Active
149224,209,Engaged
144213,277,Engaged
148283,234,Engaged
145450,63,Active
143547,55,Active
144583,156,Active
148136,208,Engaged
145783,146,Active
148357,1326,Engaged
145368,155,Active
144011,43,Passive
148956,22,Passive
143088,155,Active
146016,48,Passive
143963,160,Active
145605,204,Engaged
144222,171,Active
144358,42,Passive
143671,78,Active
147074,430,Engaged
146356,118,Active
146818,212,Engaged
148183,582,Engaged
148903,68,Active
145562,84,Active
147476,158,Active
143504,609,Engaged
148487,103,Active
145202,30,Passive
146488,57,Active
146084,185,Active
149186,79,Active
146458,79,Active
146785,203,Engaged
148793,1371,Engaged
143313,28,Passive
144630,29,Passive
147906,201,Engaged
144664,195,Active
146871,58,Active
147625,341,Engaged
148874,57,Active
147582,162,Active
146641,68,Active
145991,193,Active
143248,35,Passive
145420,28,Passive
145189,36,Passive
143603,29,Passive
144060,178,Active
147697,285,Engaged
147652,132,Active
143285,403,Engaged
147163,55,Active
148871,62,Active
145736,95,Active
145688,39,Passive
149040,74,Active
147939,107,Active
148465,44,Passive
148690,90,Active
147261,247,Engaged
144830,25,Passive
147366,22,Passive
145337,39,Passive
149277,212,Engaged
146969,574,Engaged
145950,149,Active
144033,65,Active
148169,89,Active
145390,23,Passive
144668,123,Active
145367,81,Active
143049,4663,Engaged
147686,87,Active
146846,26,Passive
143154,71,Active
146217,71,Active
145224,266,Engaged
143999,27,Passive
147069,144,Active
146244,111,Active
146292,48,Passive
144922,61,Active
146754,68,Active
147594,122,Active
143436,171,Active
149311,268,Engaged
144636,313,Engaged
149365,58,Active
146553,23,Passive
143403,26,Passive
146100,117,Active
147580,30,Passive
147010,28,Passive
148055,62,Active
144246,104,Active
147808,251,Engaged
146939,145,Active
144317,42,Passive
148811,284,Engaged
147461,85,Active
147300,168,Active
144652,71,Active
143379,24,Passive
146322,343,Engaged
144075,61,Active
145670,23,Passive
147537,285,Engaged
146840,118,Active
147843,62,Active
143130,116,Active
143498,134,Active
147162,77,Active
143834,76,Active
143062,148,Active
143149,30,Passive
149053,273,Engaged
149370,36,Passive
146904,36,Passive
147711,171,Active
145287,191,Active
148958,309,Engaged
144168,32,Passive
143804,435,Engaged
149146,55,Active
147446,32,Passive
149102,27,Passive
145912,87,Active
148132,28,Passive
144580,174,Active
148857,98,Active
148648,32,Passive
148639,94,Active
145194,87,Active
146750,152,Active
146657,286,Engaged
145990,167,Active
148318,177,Active
147744,48,Passive
146170,86,Active
143888,362,Engaged
143936,537,Engaged
147236,115,Active
145693,42,Passive
146428,492,Engaged
143554,321,Engaged
149143,102,Active
144284,37,Passive
145361,148,Active
146701,27,Passive
145576,51,Active
144911,31,Passive
143739,39,Passive
146213,64,Active
144978,407,Engaged
143864,181,Active
149183,3628,Engaged
148602,284,Engaged
149033,36,Passive
146658,126,Active
144142,80,Active
145903,531,Engaged
145406,20,Passive
148052,33,Passive
146769,53,Active
146423,149,Active
147908,35,Passive
147003,71,Active
143630,40,Passive
147133,113,Active
147779,104,Active
144253,23,Passive
143862,45,Passive
144736,88,Active
144030,41,Passive
143937,471,Engaged
145686,33,Passive
148073,172,Active
144749,44,Passive
148039,281,Engaged
149289,35,Passive
147405,170,Active
147988,27,Passive
144842,70,Active
145156,243,Engaged
146312,205,Engaged
145578,524,Engaged
146419,1478,Engaged
144483,36,Passive
145969,78,Active
143582,31,Passive
144827,143,Active
145140,22,Passive
147302,444,Engaged
143951,21,Passive
148794,112,Active
146766,97,Active
146129,515,Engaged
147637,61,Active
143383,64,Active
145793,31,Passive
148541,30,Passive
147218,366,Engaged
144377,68,Active
143421,73,Active
148408,277,Engaged
147952,2169,Engaged
144521,214,Engaged
145004,47,Passive
148666,80,Active
143044,84,Active
148489,927,Engaged
148439,114,Active
148989,275,Engaged
149407,63,Active
145214,266,Engaged
148194,30,Passive
145094,655,Engaged
146026,415,Engaged
145270,195,Active
148788,180,Active
145550,130,Active
144136,116,Active
144225,111,Active
147734,35,Passive
148299,33,Passive
143867,106,Active
143839,215,Engaged
144701,255,Engaged
145024,94,Active
145231,441,Engaged
148263,417,Engaged
145625,48,Passive
143367,71,Active
143997,22,Passive
143546,60,Active
145225,78,Active
143765,171,Active
147807,377,Engaged
146770,20,Passive
148013,232,Engaged
147158,229,Engaged
149300,74,Active
144975,191,Active
146355,122,Active
143875,55,Active
148450,68,Active
143757,456,Engaged
148006,94,Active
144395,508,Engaged
147301,1112,Engaged
148016,59,Active
145623,212,Engaged
145849,64,Active
147334,172,Active
144566,68,Active
143829,182,Active
149068,549,Engaged
143664,52,Active
145448,93,Active
147332,212,Engaged
147853,36,Passive
148388,483,Engaged
147781,37,Passive
143883,62,Active
145357,132,Active
144821,112,Active
146189,33,Passive
146463,66,Active
147321,121,Active
145404,201,Engaged
144174,21,Passive
143261,23,Passive
148818,22,Passive
146629,32,Passive
145398,47,Passive
147865,23,Passive
147585,28,Passive
145267,27,Passive
143378,84,Active
145182,752,Engaged
145575,45,Passive
144375,101,Active
144638,82,Active
146238,111,Active
146874,189,Active
146173,592,Engaged
147975,166,Active
147523,67,Active
143422,102,Active
148663,67,Active
146149,688,Engaged
146533,30,Passive
148015,76,Active
148862,183,Active
146736,27,Passive
149387,172,Active
143944,79,Active
143728,226,Engaged
149213,130,Active
149012,223,Engaged
147303,237,Engaged
146273,56,Active
147499,124,Active
143438,39,Passive
146474,145,Active
147761,139,Active
148768,835,Engaged
148631,271,Engaged
147695,214,Engaged
146000,135,Active
146332,118,Active
144311,54,Active
145015,98,Active
144872,60,Active
144020,73,Active
143812,49,Passive
148400,23,Passive
147246,154,Active
148632,868,Engaged
148779,106,Active
146698,1228,Engaged
148358,205,Engaged
146896,54,Active
148948,160,Active
143930,675,Engaged
148156,117,Active
148654,28,Passive
148347,20,Passive
143723,200,Active
144851,859,Engaged
149348,92,Active
146005,78,Active
146674,92,Active
148913,405,Engaged
143697,54,Active
146968,243,Engaged
146041,111,Active
143811,100,Active
147443,41,Passive
146643,688,Engaged
148421,373,Engaged
143342,344,Engaged
148510,724,Engaged
147384,69,Active
144301,2721,Engaged
145100,174,Active
146854,45,Passive
146715,397,Engaged
147910,711,Engaged
147467,157,Active
146285,158,Active
145235,110,Active
146344,153,Active
146478,151,Active
145505,56,Active
145428,34,Passive
149156,21,Passive
145043,34,Passive
148022,743,Engaged
146872,245,Engaged
144050,53,Active
149041,36,Passive
145507,86,Active
147096,57,Active
146361,70,Active
144595,70,Active
144948,150,Active
146226,88,Active
147660,109,Active
147782,160,Active
146889,27,Passive
144623,35,Passive
144649,480,Engaged
143179,67,Active
148200,75,Active
148920,304,Engaged
144669,164,Active
143200,104,Active
145987,51,Active
147105,176,Active
147527,150,Active
146972,115,Active
145475,40,Passive
149244,206,Engaged
145944,202,Engaged
146391,358,Engaged
147412,64,Active
149151,106,Active
146093,38,Passive
147506,130,Active
147844,106,Active
143777,79,Active
143895,49,Passive
148371,20,Passive
146210,67,Active
148088,88,Active
145436,1388,Engaged
146017,159,Active
146504,100,Active
146405,66,Active
144862,212,Engaged
148972,248,Engaged
146519,33,Passive
148681,238,Engaged
144116,79,Active
149247,46,Passive
144563,100,Active
145064,104,Active
145185,52,Active
146341,23,Passive
149302,137,Active
144077,29,Passive
147740,307,Engaged
146309,38,Passive
147683,381,Engaged
143922,176,Active
145255,20,Passive
145574,197,Active
147452,59,Active
145787,102,Active
148603,503,Engaged
144129,64,Active
147137,26,Passive
147974,53,Active
146756,29,Passive
146161,21,Passive
146472,53,Active
144748,338,Engaged
146029,124,Active
144690,113,Active
145269,109,Active
148610,56,Active
147145,269,Engaged
147353,1670,Engaged
148459,263,Engaged
145905,125,Active
145305,61,Active
148880,1122,Engaged
145937,33,Passive
143935,24,Passive
146390,792,Engaged
148377,29,Passive
149200,270,Engaged
144927,44,Passive
148414,83,Active
145599,202,Engaged
145834,191,Active
143363,60,Active
149206,22,Passive
143932,121,Active
145655,52,Active
147297,23,Passive
145364,572,Engaged
143884,38,Passive
148103,54,Active
145831,20,Passive
145538,137,Active
144883,209,Engaged
145126,183,Active
148352,56,Active
146178,92,Active
146559,105,Active
144629,34,Passive
144775,1180,Engaged
144991,391,Engaged
147855,157,Active
149159,26,Passive
149286,51,Active
146685,41,Passive
148868,30,Passive
148664,33,Passive
143092,46,Passive
147312,246,Engaged
143053,93,Active
143718,133,Active
145779,30,Passive
147390,54,Active
144461,317,Engaged
144824,165,Active
148351,27,Passive
145419,125,Active
147090,176,Active
143332,106,Active
145283,197,Active
146608,64,Active
143945,49,Passive
143031,40,Passive
146660,57,Active
147023,90,Active
145012,38,Passive
144737,137,Active
144235,33,Passive
143040,32,Passive
147214,46,Passive
146306,50,Passive
149369,317,Engaged
144800,134,Active
145668,53,Active
147178,139,Active
147785,147,Active
147155,24,Passive
147194,46,Passive
145676,146,Active
144160,39,Passive
149232,92,Active
144589,85,Active
147880,35,Passive
143274,590,Engaged
147525,51,Active
145162,317,Engaged
144357,50,Passive
146851,38,Passive
145993,34,Passive
145957,124,Active
147324,175,Active
146492,383,Engaged
146985,65,Active
148566,122,Active
147277,24,Passive
146451,106,Active
145245,30,Passive
143794,47,Passive
145972,23,Passive
144625,356,Engaged
147474,48,Passive
147614,268,Engaged
144624,522,Engaged
147766,102,Active
145081,26,Passive
147873,187,Active
145046,70,Active
148661,55,Active
143511,105,Active
148904,111,Active
146917,603,Engaged
145914,84,Active
147648,21,Passive
149299,485,Engaged
146931,36,Passive
144353,51,Active
149170,70,Active
144776,101,Active
147933,36,Passive
144804,500,Engaged
145707,479,Engaged
145602,185,Active
146208,203,Engaged
144307,210,Engaged
143953,21,Passive
145446,323,Engaged
145920,42,Passive
143221,207,Engaged
145906,22,Passive
147815,970,Engaged
144017,55,Active
147226,22,Passive
143119,467,Engaged
146717,152,Active
143556,250,Engaged
147427,87,Active
144586,162,Active
145271,30,Passive
146771,383,Engaged
146876,72,Active
145369,26,Passive
143124,121,Active
148220,1003,Engaged
144942,63,Active
145975,49,Passive
143120,193,Active
143284,22,Passive
147644,133,Active
143476,50,Passive
143168,314,Engaged
147522,103,Active
147425,34,Passive
144592,26,Passive
147281,901,Engaged
147304,652,Engaged
143070,23,Passive
143151,142,Active
147541,172,Active
147730,36,Passive
148117,80,Active
145128,51,Active
143934,26,Passive
148599,27,Passive
146138,191,Active
146946,108,Active
144440,246,Engaged
144667,23,Passive
144144,49,Passive
148568,23,Passive
