,1995-01,1996-01,1996-02,1996-03,1996-04,1996-05,1996-06,1996-07,1996-08,1996-09,1996-10,1996-11,1996-12,1997-01,1997-02,1997-03,1997-04,1997-05,1997-06,1997-07,1997-09,1997-10,1997-11,1997-12,1998-01,1998-02,1998-03,1998-04,1998-05,1998-06,1998-07,1998-08,1998-09,1998-10,1998-11,1998-12,1999-01,1999-02,1999-03,1999-04,1999-05,1999-06,1999-07,1999-08,1999-09,1999-10,1999-11,1999-12,2000-01,2000-02,2000-03,2000-04,2000-05,2000-06,2000-07,2000-08,2000-09,2000-10,2000-11,2000-12,2001-01,2001-02,2001-03,2001-04,2001-05,2001-06,2001-07,2001-08,2001-09,2001-10,2001-11,2001-12,2002-01,2002-02,2002-03,2002-04,2002-05,2002-06,2002-07,2002-08,2002-09,2002-10,2002-11,2002-12,2003-01,2003-02,2003-03,2003-04,2003-05,2003-06,2003-07,2003-08,2003-09,2003-10,2003-11,2003-12,2004-01,2004-02,2004-03,2004-04,2004-05,2004-06,2004-07,2004-08,2004-09,2004-10,2004-11,2004-12,2005-01,2005-02,2005-03,2005-04,2005-05,2005-06,2005-07,2005-08,2005-09,2005-10,2005-11,2005-12,2006-01,2006-02,2006-03,2006-04,2006-05,2006-06,2006-07,2006-08,2006-09,2006-10,2006-11,2006-12,2007-01,2007-02,2007-03,2007-04,2007-05,2007-06,2007-07,2007-08,2007-09,2007-10,2007-11,2007-12,2008-01,2008-02,2008-03,2008-04,2008-05,2008-06,2008-07,2008-08,2008-09,2008-10,2008-11,2008-12,2009-01,2009-02,2009-03,2009-04,2009-05,2009-06,2009-07,2009-08,2009-09,2009-10,2009-11,2009-12,2010-01,2010-02,2010-03,2010-04,2010-05,2010-06,2010-07,2010-08,2010-09,2010-10,2010-11,2010-12,2011-01,2011-02,2011-03,2011-04,2011-05,2011-06,2011-07,2011-08,2011-09,2011-10,2011-11,2011-12,2012-01,2012-02,2012-03,2012-04,2012-05,2012-06,2012-07,2012-08,2012-09,2012-10,2012-11,2012-12,2013-01,2013-02,2013-03,2013-04,2013-05,2013-06,2013-07,2013-08,2013-09,2013-10,2013-11,2013-12,2014-01,2014-02,2014-03,2014-04,2014-05,2014-06,2014-07,2014-08,2014-09,2014-10,2014-11,2014-12,2015-01,2015-02,2015-03,2015-04,2015-05,2015-06,2015-07,2015-08,2015-09,2015-10,2015-11,2015-12,2016-01,2016-02,2016-03,2016-04,2016-05,2016-06,2016-07,2016-08,2016-09,2016-10,2016-11,2016-12,2017-01,2017-02,2017-03,2017-04,2017-05,2017-06,2017-07,2017-08,2017-09,2017-10,2017-11,2017-12,2018-01,2018-02,2018-03,2018-04,2018-05,2018-06,2018-07,2018-08,2018-09,2018-10,2018-11,2018-12,2019-01,2019-02,2019-03,2019-04,2019-05,2019-06,2019-07,2019-08,2019-09,2019-10,2019-11
2008-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,2,3,4,1,3,0,1,0,1,3,3,1,0,0,1,0,2,1,1,0,2,1,0,7,37,18,27,13,9,10,7,6,6,5,13,5,3,37,5,5,4,2,1,3,3,7,11,13,4,8,3,5,4,3,8,4,1,6,6,9,6,4,6,10,16,6,5,6,4,6,6,6,10,9,9,16,10,10,7,11,13,10,9,7,13,15,13,13,12,39,27,28,23,15,8,15,14,16,10,27,19,24,18,13,22,24,19,15,19,17,23,24,28,29,30,25,27,27,18,27,48,50,58,138,420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,1,4,2,4,0,1,0,2,5,5,1,0,0,1,0,1,0,0,0,2,1,0,8,47,11,31,14,9,8,11,4,5,8,12,10,2,39,6,6,3,2,1,1,7,6,12,13,6,6,4,6,2,6,9,4,2,5,8,8,6,7,6,13,19,6,5,5,6,9,7,7,9,15,6,20,9,12,7,14,13,8,12,9,20,15,10,17,11,41,24,36,25,14,13,8,18,17,17,26,17,27,25,26,26,23,14,21,21,19,22,36,36,40,35,30,40,37,25,28,49,63,59,102,101,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,2,4,1,2,0,1,0,1,4,2,1,0,0,1,0,1,0,0,0,2,1,1,7,38,13,20,12,7,6,11,6,6,4,7,7,4,33,4,8,3,1,1,3,6,7,11,10,5,6,3,7,3,5,10,5,2,5,4,10,3,6,3,8,13,4,9,6,5,9,4,12,12,11,6,10,6,11,7,10,13,5,7,10,8,11,13,14,9,38,18,33,20,10,7,15,16,14,13,24,14,20,22,15,25,19,10,13,21,18,22,33,20,23,21,16,29,21,17,19,35,34,38,73,62,73,358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,3,4,2,2,0,1,0,2,4,3,0,0,0,2,0,1,0,0,0,1,1,0,6,34,11,22,9,5,8,10,4,4,5,11,5,3,35,3,6,3,3,1,1,4,4,11,11,5,5,4,4,2,2,10,5,1,5,4,10,5,9,2,10,15,4,6,6,6,6,5,8,10,10,7,11,7,10,5,10,12,4,5,10,12,18,9,13,11,40,20,32,13,11,9,9,13,17,15,24,10,22,22,15,25,15,10,15,19,18,13,28,26,26,29,12,29,21,17,20,27,29,41,59,55,46,78,343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,2,4,2,4,0,1,1,3,3,2,0,0,0,1,0,1,0,0,0,1,2,0,5,31,12,29,12,5,4,8,4,4,5,10,7,3,35,4,6,2,2,1,1,4,3,7,15,3,4,1,5,4,5,7,6,0,3,4,10,4,7,4,11,16,3,4,4,4,6,3,6,6,11,9,7,6,8,8,9,12,9,6,7,12,14,9,16,6,30,21,25,17,12,9,12,14,16,9,21,13,15,21,16,20,12,9,14,14,16,16,17,20,22,25,19,22,20,25,20,29,26,38,60,41,40,45,70,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,3,3,0,1,0,1,4,3,0,0,0,0,0,1,0,0,0,1,1,0,7,32,14,27,10,8,7,10,5,5,6,8,6,3,37,4,10,2,4,1,2,7,3,13,13,6,6,4,6,5,6,5,1,0,4,6,10,6,9,3,10,17,5,7,4,5,7,7,6,7,10,12,10,7,9,12,10,14,7,9,8,11,17,10,9,11,40,20,31,24,14,9,10,15,19,15,25,17,19,14,20,19,16,13,11,14,19,17,19,24,15,20,15,24,24,17,18,37,25,34,49,39,29,44,34,89,470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,5,4,4,0,1,0,1,5,4,1,0,0,1,0,1,0,0,0,1,1,0,6,40,14,29,11,7,6,10,7,5,9,8,6,4,35,4,7,3,3,1,2,4,7,10,14,5,9,4,9,7,6,8,5,2,4,5,9,4,6,4,12,21,6,8,6,3,9,5,6,10,11,9,11,5,9,7,10,11,9,9,6,11,12,9,12,10,45,19,35,22,15,9,19,14,16,11,21,13,18,19,14,22,15,17,12,18,16,17,21,22,25,28,18,25,29,20,21,31,43,38,57,40,39,42,35,54,127,417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,3,0,3,1,1,0,0,4,3,1,1,0,1,0,1,0,0,0,0,1,0,4,37,13,31,10,6,7,9,5,3,6,11,6,3,28,4,5,2,4,1,1,6,6,11,13,2,6,3,7,2,6,8,3,1,5,3,6,3,8,2,6,15,4,7,4,4,10,5,6,7,10,8,9,5,7,10,9,8,5,10,4,9,12,10,9,7,34,21,28,15,9,11,10,10,16,19,20,14,20,14,15,16,11,14,10,10,11,16,22,27,18,27,14,22,19,17,18,31,30,29,49,30,36,26,35,44,68,90,333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,5,1,2,0,1,0,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,6,34,16,22,8,7,5,11,4,2,4,9,2,3,27,5,5,2,3,1,1,5,7,11,14,4,6,1,3,4,4,6,4,2,3,6,10,3,8,2,8,18,2,5,4,5,7,3,5,6,10,9,9,5,10,6,9,4,6,7,7,12,15,9,6,5,34,20,20,17,10,11,10,16,17,10,17,13,21,11,13,13,13,13,10,12,11,22,21,19,18,25,12,26,22,12,21,23,26,28,36,29,32,30,24,25,51,59,79,1143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,4,0,2,0,1,0,2,4,3,0,0,0,1,0,0,1,0,0,0,1,0,6,37,14,20,13,6,6,8,4,7,6,12,2,4,27,6,5,2,5,2,2,5,5,12,15,3,4,1,7,3,6,7,3,0,4,6,10,6,5,4,9,16,4,5,8,6,4,4,7,9,8,7,8,7,9,8,12,7,6,6,8,9,9,12,14,12,32,22,34,24,8,14,10,15,16,14,19,10,25,11,12,9,15,13,11,17,18,19,23,22,26,29,17,21,20,14,24,26,29,31,40,32,29,29,20,34,41,43,51,253,684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,1,4,0,3,1,1,0,1,3,3,1,0,0,1,0,1,0,0,0,0,1,0,5,39,13,25,11,6,11,8,5,5,3,9,7,3,29,6,5,3,4,3,1,5,7,8,13,4,8,2,6,4,5,7,3,1,3,8,9,3,6,5,8,15,3,7,3,2,7,7,5,8,8,8,10,6,12,5,11,7,9,5,8,12,15,11,12,5,36,22,32,17,10,10,7,12,17,12,20,14,16,11,14,15,11,11,15,16,19,19,22,19,21,29,11,26,21,14,14,23,28,38,41,29,26,30,21,34,45,38,36,122,143,464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,2,3,3,4,1,1,0,1,3,4,0,1,0,0,0,1,1,0,0,1,1,0,5,43,17,33,11,8,8,9,4,5,9,8,5,3,28,3,6,2,5,2,1,7,6,11,16,5,6,2,9,4,6,7,2,2,4,9,10,3,12,5,8,16,6,5,2,7,5,6,8,10,10,7,15,5,10,7,10,8,9,8,8,12,14,15,12,8,38,17,26,20,13,10,10,11,17,14,27,16,23,14,16,19,20,13,14,12,25,20,22,24,22,28,15,25,23,21,17,24,24,34,45,35,29,25,23,35,42,45,40,97,95,129,591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,3,0,3,0,1,1,1,3,4,1,1,0,1,0,1,1,0,0,1,2,0,4,33,15,19,9,6,8,6,2,3,8,9,5,4,29,5,6,3,5,2,3,3,3,7,13,2,5,4,6,3,4,5,2,0,5,6,8,2,10,5,7,16,4,5,2,4,4,5,8,5,9,9,16,7,10,3,10,12,5,3,5,10,12,15,10,3,31,17,23,19,6,8,10,10,16,11,17,14,12,12,16,14,17,12,11,13,14,16,20,19,22,23,10,17,20,11,13,22,19,30,34,30,28,23,18,23,35,38,38,83,61,71,115,419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,2,3,0,4,1,1,0,2,2,2,1,0,0,0,0,1,0,0,0,1,1,0,4,38,13,18,8,8,8,7,3,5,5,11,5,2,29,5,6,2,3,1,2,6,8,7,13,4,7,2,2,4,2,6,4,0,5,4,11,1,9,4,4,13,3,6,4,7,5,6,3,8,10,8,11,2,11,7,7,10,8,5,7,10,12,8,12,7,34,19,20,21,13,9,9,8,18,12,15,12,17,13,15,18,15,11,10,10,14,18,23,26,20,24,17,20,18,13,17,17,16,30,39,26,29,29,17,22,34,32,31,82,53,55,71,97,505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,3,0,4,1,1,0,1,4,2,1,0,0,0,0,1,0,0,0,1,1,0,5,31,18,26,8,4,7,7,3,2,4,9,3,2,29,4,5,3,5,1,2,4,5,9,14,4,5,1,3,3,3,7,4,2,4,5,8,2,10,2,7,17,4,7,4,4,4,3,6,7,8,8,9,5,7,8,9,9,6,2,5,9,12,10,3,6,30,14,22,18,8,7,8,9,9,11,15,12,16,14,9,16,16,9,11,9,18,17,21,16,13,22,8,18,17,9,16,15,14,22,31,21,24,23,18,20,28,23,30,66,44,51,67,68,105,434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,2,3,0,4,1,0,0,1,3,3,1,0,0,0,0,0,0,0,0,1,2,0,6,42,13,26,9,6,7,8,5,4,7,9,2,4,29,5,4,3,3,1,1,6,8,9,10,5,5,1,5,3,7,6,2,1,6,7,8,5,7,5,8,18,2,6,6,4,3,5,4,7,12,4,6,8,8,4,10,10,4,4,7,7,13,7,8,2,35,20,24,24,6,8,8,10,13,10,17,11,18,16,12,16,18,10,9,13,18,17,22,20,18,21,12,14,15,13,16,18,22,21,30,27,24,20,15,19,30,18,30,59,43,46,56,63,57,68,410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,2,3,0,3,0,0,1,2,3,4,1,0,0,0,0,0,0,0,0,1,2,0,7,37,16,23,10,6,6,7,3,4,7,7,4,3,32,4,7,2,1,1,2,2,4,9,14,3,5,2,5,1,4,5,4,1,4,3,9,3,6,5,7,18,4,5,6,7,4,5,6,9,10,8,9,4,4,7,10,10,6,4,5,9,13,10,10,6,34,17,18,22,4,5,10,12,9,9,18,10,21,12,15,17,14,9,7,10,14,16,21,18,13,21,7,20,22,17,14,16,17,24,31,23,24,25,8,28,30,24,22,49,35,43,50,45,51,40,95,394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1,4,1,3,0,0,0,0,2,3,1,0,0,2,0,0,0,0,0,1,3,0,5,31,8,22,12,5,6,8,4,4,5,9,7,5,31,4,2,2,4,1,1,3,5,7,16,5,5,3,7,2,2,5,3,0,3,4,9,4,6,5,10,13,6,5,5,3,4,3,6,9,10,8,11,5,5,6,7,5,5,5,3,6,10,5,10,8,34,13,27,22,7,8,5,11,11,12,19,11,16,14,10,18,14,13,9,15,11,16,20,18,17,21,10,18,21,14,18,14,18,28,28,17,18,23,15,22,27,18,29,49,47,36,44,43,49,37,44,70,397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,2,3,1,3,1,0,1,0,4,4,0,0,0,1,0,0,0,0,0,1,2,0,3,38,13,20,8,7,7,7,3,5,2,11,4,2,28,5,5,1,2,2,2,2,5,10,13,3,5,1,3,1,2,6,3,0,4,5,7,3,6,3,10,17,3,4,5,4,4,2,3,7,8,8,6,3,6,8,8,9,10,7,7,7,11,7,9,8,32,18,28,17,11,8,10,11,14,9,15,13,17,14,12,17,14,17,9,12,11,15,19,23,14,17,10,21,19,14,16,16,12,23,26,20,18,21,9,14,28,27,22,57,49,29,42,37,36,29,44,39,70,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,2,3,1,3,0,0,1,0,2,4,0,0,0,1,0,0,0,0,0,1,1,0,4,29,15,27,11,5,5,7,3,4,4,9,4,3,22,4,6,2,3,1,1,2,5,9,14,2,5,0,4,4,4,7,1,2,4,6,6,3,4,5,5,12,3,4,6,2,3,2,3,8,9,6,12,7,6,7,8,3,5,3,5,9,9,10,5,7,33,14,24,17,6,3,5,6,11,8,14,10,16,14,8,18,16,11,10,7,11,11,16,18,17,20,7,18,16,9,16,20,13,27,26,23,23,19,12,16,25,25,20,46,37,35,48,38,41,31,39,27,55,61,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2009-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,1,3,1,3,0,0,1,0,1,3,0,0,0,0,1,0,0,0,0,1,2,0,3,30,12,18,4,6,6,7,5,3,6,8,4,2,22,5,5,2,5,1,1,6,2,7,12,3,4,1,5,3,3,7,4,0,4,5,8,2,6,5,7,13,2,3,4,3,1,3,4,9,8,4,11,4,8,5,6,7,7,4,6,7,10,6,7,6,28,15,21,15,8,5,5,8,8,9,14,14,13,13,8,16,18,8,9,8,13,9,15,20,13,15,10,14,18,10,13,19,13,21,23,19,23,22,11,18,29,22,18,48,36,32,39,30,36,26,27,27,36,37,68,378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
